feature,value,1,2,3,4,5,6,7
num_mlp_0_0_outputs,12,1.0669115,0.2710965,0.32373458,0.16651317,0.1674892,0.647348,-0.33742723
num_mlp_0_0_outputs,13,3.834408,-1.5529541,-1.1110858,-0.9389827,-0.26420203,0.017720891,-0.6478315
num_mlp_0_0_outputs,14,2.7094965,-1.158468,-0.42947772,-0.39034122,-0.56436,-0.11694344,-0.60280836
num_mlp_0_0_outputs,15,4.4269004,-2.8216195,-1.4936101,-1.4074264,-0.50817907,-0.053917184,-0.4769029
num_mlp_0_0_outputs,16,-3.499509,3.5572064,0.76152074,0.8882825,-3.6471672,-8.474831,-5.8405557
num_mlp_0_0_outputs,17,8.611408,-6.371475,-0.7705036,-0.8359367,-0.57816845,-2.000549,-4.306442
num_mlp_0_0_outputs,18,5.789237,-4.9928966,0.055802595,-0.6824774,-1.3350126,-0.26567373,-0.12136675
num_mlp_0_0_outputs,19,2.3045683,-0.9819527,-0.24198619,-0.415054,-0.47789657,-0.34079275,-0.082350604
num_mlp_0_0_outputs,2,2.8405294,-0.91771656,-1.6638244,-1.0066712,-0.65538204,0.4620802,-0.3974033
num_mlp_0_0_outputs,3,1.0393738,0.36289787,-0.42623043,-0.2774968,-0.13559954,-0.34195393,-0.23242585
num_mlp_0_0_outputs,4,15.1643505,-1.4449908,-4.0298915,3.1436439,-3.5191102,-4.169797,-5.8194466
num_mlp_0_0_outputs,5,3.4871309,-1.3712941,-1.6019026,-0.9596772,-1.031222,-0.39176035,-0.5834319
num_mlp_0_0_outputs,6,5.227664,-3.3825703,-0.83883125,-0.8803153,0.07799809,0.13758986,-0.9878725
num_mlp_0_0_outputs,7,2.8362777,-1.6107512,-0.54388195,-0.29884845,0.08127781,-0.46248,-0.09207824
num_mlp_0_0_outputs,8,4.867085,-2.8764515,-1.2019279,-1.3422456,-0.84123284,-0.05137616,0.2164193
num_mlp_0_0_outputs,9,2.5721536,-0.9157566,-1.0582944,-1.0329059,-0.18371746,-0.05633996,-0.48946306
num_mlp_0_1_outputs,0,2.3068004,1.5254332,-3.9611492,-2.7623582,-0.32401088,-0.2412348,-0.69586945
num_mlp_0_1_outputs,1,-1.4186931,-5.076768,4.944167,9.398617,-0.78358763,-9.026174,-9.1310215
num_mlp_0_1_outputs,10,4.414891,1.6849072,-5.103144,-5.4356093,-1.8941003,-0.28343534,-0.6880777
num_mlp_0_1_outputs,11,1.205175,1.5903217,-2.5080523,-2.189469,-0.6920899,-0.4745902,-1.001186
num_mlp_0_1_outputs,12,2.4825165,2.6736271,-2.9641354,-1.9624995,-1.1997665,-0.64742154,-0.91390616
num_mlp_0_1_outputs,13,1.5271946,2.0765884,-2.0449996,-1.1108782,-1.1744472,-0.75648206,-0.16495998
num_mlp_0_1_outputs,14,2.2712135,2.3333206,-4.0723343,-3.7221882,-1.011639,-0.19949438,-1.003681
num_mlp_0_1_outputs,15,0.7809218,1.1358534,5.6940722,-8.6980715,-14.233366,-5.435907,-5.90843
num_mlp_0_1_outputs,16,1.4068009,2.2076817,-2.0002184,-2.2700915,-1.4644635,0.24441582,-1.651429
num_mlp_0_1_outputs,17,5.6927533,0.7417527,-5.7227597,-7.172237,-0.5789928,-0.9338244,-0.34095076
num_mlp_0_1_outputs,18,0.7721079,1.3513227,-0.375218,-3.6148434,-1.4700253,-0.40319896,-0.52557975
num_mlp_0_1_outputs,19,5.1064363,1.829448,-4.624967,-7.7097597,-2.084976,-0.55788356,-0.98922783
num_mlp_0_1_outputs,2,0.80850244,1.6806586,-1.6242826,-1.8987298,-1.5144222,-0.6426013,-0.6517105
num_mlp_0_1_outputs,3,1.745671,2.3736174,-3.5339797,-2.954051,-0.51644164,-0.41181833,-1.2775569
num_mlp_0_1_outputs,4,-1.2733268,4.8344183,3.547072,-11.76415,-14.039975,-8.138488,-7.2204328
num_mlp_0_1_outputs,5,1.0654153,1.8507475,-2.2092547,-3.402319,-1.3909931,-0.39184654,-0.46954325
num_mlp_0_1_outputs,6,2.1167972,2.4112277,-2.9188313,-1.3588741,-1.308959,-1.288412,-1.2820246
num_mlp_0_1_outputs,7,0.9855999,1.4246542,-0.8565127,-1.6399641,-0.8814883,-0.960633,-0.67263526
num_mlp_0_1_outputs,8,11.807467,-2.6051688,-6.3420796,-12.822555,-0.7212021,-0.79857045,-1.1760098
num_mlp_0_1_outputs,9,1.6989001,2.0363457,-2.2658944,-3.9064786,-1.71788,-1.0712192,-1.4235623
ones,_,1.2042898,3.6499143,-0.6667428,-0.4219524,-3.1278777,-8.016204,-9.640035
positions,0,-0.63427216,0.3840024,-0.00058690197,-0.55003124,-0.43611637,-0.3365413,0.48417214
positions,1,0.9535954,3.2151902,-0.39299387,-0.80809885,-3.7673347,-7.306795,-7.4411016
positions,10,-0.0389009,-0.39510763,-0.46199277,-0.0022197312,0.20882945,-0.23650947,-0.098541714
positions,11,0.23170401,-0.10131545,0.16026598,0.26139814,0.021244867,0.032017794,-0.77279097
positions,12,-0.15753719,0.15845789,-0.53052044,0.1973153,-0.22613326,-0.30848512,0.36949363
positions,13,-0.082520954,-0.04657056,-0.09950436,-0.022169188,0.21616021,-0.10668371,0.09769801
positions,14,-0.21124056,0.033964027,0.1073164,-0.45637134,0.09290631,0.50962776,-0.028543841
positions,15,0.7004214,-0.32692948,-0.04517708,-0.74450207,0.06260315,0.31939733,0.022154454
positions,16,-0.39935797,0.116872035,0.23526525,0.25894567,0.049262565,0.53138554,0.7387282
positions,17,-0.16159084,0.14041585,0.02522525,-0.37163612,-0.45809683,-0.2854321,0.4461619
positions,18,-0.17750898,-0.42448574,0.189651,-0.3575888,-0.17287326,-0.23049007,0.2823017
positions,19,0.5596783,0.1475858,-0.42698026,-0.033167,-0.46318522,-0.28740346,0.3388594
positions,2,0.9118737,3.1150115,-0.876362,-0.63232833,-3.8818338,-7.3871756,-8.481395
positions,3,1.0550958,2.9645395,-0.94564486,-0.7401029,-3.88057,-7.3889303,-7.8891125
positions,4,0.7064613,2.9195743,-1.0320957,-0.77006423,-4.0114827,-8.050197,-6.9406924
positions,5,1.0966294,3.3994894,-0.32186574,-0.5290781,-3.5789783,-7.1790996,-11.502627
positions,6,0.54885346,2.957526,-0.5214615,-0.74774396,-3.6074145,-7.3222485,-7.7806096
positions,7,0.76058817,3.3338554,-0.30991367,0.10755064,-2.8954375,-6.4819427,-7.660691
positions,8,0.20650518,2.8595881,-0.648913,-0.03482102,-2.9118075,-6.418217,-6.1982436
positions,9,0.45512676,3.0665684,-0.29448774,0.56718546,-2.1801531,-5.7072444,-3.8801517
tokens,0,0.37929684,2.6143835,-1.064198,-1.1415516,-3.5968208,-6.5883994,-5.5404043
tokens,1,0.58450925,2.9932587,-0.61432034,-0.91608435,-3.016419,-4.787524,-12.616745
tokens,2,0.42588943,3.1256688,-0.80268663,-0.8663472,-3.3490944,-5.2131763,-12.938834
tokens,3,0.3408846,2.6491532,-1.2131678,-0.9724632,-3.3332937,-5.008071,-12.623464
tokens,4,0.5395849,2.7746494,-1.0597888,-0.47209543,-3.080079,-5.1696415,-3.8955002
tokens,5,0.5825753,2.9393058,-0.72267175,-0.6299874,-2.9075558,-4.485509,-5.5350685
tokens,<pad>,0.921122,0.8120114,-0.08851449,-0.5464825,-0.5543437,0.5557682,-0.9025251
tokens,<s>,0.5355167,0.062083952,-0.47487926,-0.22218958,-0.04833498,0.0010827712,-0.18569215
tokens,_,0.20705102,0.6215935,0.24398358,-0.60248446,-0.19969216,-0.7636782,-0.9435219
tokens,_,0.7469574,0.10610367,-0.5004842,-0.62108946,-0.47844368,-0.74815565,-1.3731828
tokens,_,0.10215391,0.3444368,0.5208444,0.34663013,-0.5088966,-0.6704053,-0.8562517
tokens,_,0.87163955,0.40345535,0.4894167,0.9691262,-0.867359,-0.47288114,-0.04295999
tokens,_,1.3950382,-0.16615997,-0.71207035,-0.46508378,-0.72031045,-0.011107976,-0.51788414
tokens,_,0.4532734,-0.19229499,0.9382928,0.30444244,-0.94177914,-0.34675586,-0.8255189
tokens,_,0.41371185,0.08760719,-0.032476533,0.04021247,-1.6098677,-0.25184172,-0.40270826
tokens,_,0.82826656,0.2894874,0.26464906,-0.4966686,-0.4430236,-0.044524763,-0.2960396
tokens,_,0.23700997,0.7221216,0.11130166,-0.30830622,-0.31432799,-0.32504264,-0.6453032
tokens,_,0.63661957,-1.0561664,0.52388436,0.34851375,0.13546598,-0.4832898,-0.22018641
tokens,_,0.029613545,0.7724181,0.3930859,-0.05456189,-0.95922405,-0.5394408,-0.029715532
tokens,_,0.12856153,0.053236168,0.2342953,-0.07620678,-0.5519039,0.044579178,-0.07210406
