feature,value,1,2,3,4,5,6,7
attn_0_1_outputs,5,2.2688873,3.7661562,1.4409684,-3.5179331,-6.0111237,-9.41878,-8.653104
attn_0_1_outputs,6,2.2576542,4.0007825,1.7370241,-3.1773474,-5.507663,-8.089414,-8.2349
attn_0_1_outputs,7,2.1100671,3.820225,1.6195729,-3.277061,-5.5901237,-9.187422,-8.587459
attn_0_1_outputs,8,2.1543665,3.8639846,1.6967756,-3.0589707,-5.389861,-8.062389,-11.3536
attn_0_1_outputs,9,2.8819728,4.9975324,2.8505702,-1.7477614,-4.3310275,-5.1351495,-13.062468
attn_0_2_outputs,0,1.940598,3.4837148,1.6288207,-3.9721987,-6.9810476,-11.192617,-13.082855
attn_0_2_outputs,1,1.4116129,2.5023904,1.6760643,-2.9656427,-4.9081616,-6.8506036,-7.3382034
attn_0_2_outputs,2,0.8690993,2.296018,1.6312121,-2.9765592,-5.117038,-7.883798,-7.8764677
attn_0_2_outputs,3,2.6736228,3.7894263,1.7871366,-3.739893,-6.964328,-15.598866,-3.4104514
attn_0_2_outputs,4,2.0459507,3.8058949,1.9157178,-3.6886165,-6.5093813,-2.4365227,-12.805229
attn_0_2_outputs,5,0.79343015,1.1124705,1.7280806,-1.6302286,-2.6176198,-3.375943,-2.240014
attn_0_2_outputs,<pad>,1.0596412,1.3017038,1.4982958,-1.6065753,-2.5364175,-3.7597132,-0.61168605
attn_0_2_outputs,<s>,2.3003304,3.9938822,2.2794914,-3.1720223,-5.9654145,-9.712298,-7.4585595
attn_0_2_outputs,_,0.52998626,1.1277051,2.0394912,-0.82083917,-2.1160777,-2.6454093,-1.1698767
attn_0_2_outputs,_,0.7645762,0.72527224,1.7439743,-1.18522,-1.9446962,-0.37313148,-3.599981
attn_0_2_outputs,_,0.9217282,0.7901258,0.70514464,-0.8364818,-0.6736856,-0.18410397,-0.50046396
attn_0_2_outputs,_,0.8692135,0.22472253,-0.64237756,-1.1892995,-0.42903545,-0.6148809,-0.46360654
attn_0_2_outputs,_,0.8761922,1.2946795,0.058007825,-1.5456914,-0.8890231,-0.4785186,-0.6327295
attn_0_2_outputs,_,1.5319946,1.0544215,-0.5171958,-1.3082148,-0.15040958,-0.8416568,-0.3542961
attn_0_2_outputs,_,0.33602518,0.31199875,0.26459438,-0.9223201,-0.4656876,-0.41674304,-0.48886856
attn_0_2_outputs,_,1.3849902,0.45847136,0.20869741,-0.53369606,-0.85406584,-0.71152157,-0.07211349
attn_0_2_outputs,_,0.61088824,0.7758988,-0.58009917,-0.13410991,-1.0605254,-0.748337,-0.061209112
attn_0_2_outputs,_,1.2233614,0.26693934,-0.25807604,-1.0317339,-0.45706165,-0.89062077,-0.25093657
attn_0_2_outputs,_,1.0917494,0.8404338,-0.6331344,-0.56530035,-0.713661,-0.6350206,-0.49436617
attn_0_2_outputs,_,0.85718507,0.49964327,0.26130262,-0.8241441,-0.4147738,0.034576945,-0.6662474
attn_0_3_outputs,0,2.7278464,3.298004,1.0330869,-3.9908817,-6.4875627,-11.00993,-6.9813886
attn_0_3_outputs,1,1.5902424,3.5679486,1.3194315,-3.617213,-6.0798326,-7.76929,-10.230188
attn_0_3_outputs,10,0.4229123,0.6235563,1.3251835,-0.3600367,-1.171403,-0.30356178,-0.22717495
attn_0_3_outputs,11,0.86633575,0.6916559,-0.16202682,-0.3234326,-0.80936503,-0.45829928,-0.28503162
attn_0_3_outputs,12,0.8883484,0.15310757,0.6417666,-0.26923504,-0.39004892,-0.26134145,-0.6699566
attn_0_3_outputs,13,1.8762771,0.73950213,-0.7538458,-0.50853103,-0.15183881,-1.3106598,-0.46053973
attn_0_3_outputs,14,0.76019526,-0.1188911,0.6846434,0.3112662,-0.2658282,-0.7612352,-0.4639123
attn_0_3_outputs,15,0.4241458,1.0025129,-0.054087386,-0.3238376,-0.54470897,-0.79534787,-1.2279387
attn_0_3_outputs,16,0.33629167,0.4906648,0.6223508,-0.11013699,-0.41173086,-0.9011964,-0.57329756
attn_0_3_outputs,17,0.5409341,0.9294674,0.48227158,-0.13323988,-1.007991,-0.3010698,-0.47520643
attn_0_3_outputs,18,0.519737,0.67917895,0.0978857,0.41400754,-1.2569046,-0.5649624,-0.31467623
attn_0_3_outputs,19,0.69963646,0.21029802,0.115445174,-0.112353265,-0.8379937,0.080153584,-0.083431095
attn_0_3_outputs,2,1.6863618,4.0626297,1.8742563,-3.1759484,-5.3084354,-16.899128,-7.572356
attn_0_3_outputs,3,1.2879208,3.41801,0.8708292,-3.939322,-6.745813,-7.24618,-9.793953
attn_0_3_outputs,4,1.7378559,3.6233919,1.325278,-3.6627307,-6.0884943,-9.844006,-9.777506
attn_0_3_outputs,5,1.5530854,3.620029,1.4449251,-3.5599988,-5.9805913,-6.7873406,-12.831485
attn_0_3_outputs,6,1.9763871,4.348791,2.2237973,-2.686006,-4.998487,-5.705098,-10.681543
attn_0_3_outputs,7,1.7160848,3.9003,1.7684363,-3.1606302,-5.3898015,-6.632533,-6.5171995
attn_0_3_outputs,8,2.374267,4.6409807,2.5947099,-2.1909618,-4.671682,-4.5817213,-12.02028
attn_0_3_outputs,9,2.271512,4.4152384,2.382785,-2.4556496,-4.7690167,-10.43588,-9.231252
mlp_0_0_outputs,0,-0.23844063,-0.029590296,1.0154166,0.42672092,-0.6744937,-0.095252976,-0.24741754
mlp_0_0_outputs,1,0.34825063,0.31427306,0.14551367,0.9819008,-0.7923183,-0.48194864,-0.00082737167
mlp_0_0_outputs,10,-0.14464949,0.053543955,-0.20957033,0.11499663,-0.5142058,-0.1319734,-1.0046686
mlp_0_0_outputs,11,-0.08879483,0.3875056,0.11742784,0.9020353,-0.6109808,-1.0658259,-0.5531563
mlp_0_0_outputs,12,0.6104832,0.6099043,0.20632993,0.4243825,-0.5096376,-0.067841224,-0.34457177
mlp_0_0_outputs,13,0.554036,-0.3919511,0.2176259,0.3119487,-1.219704,-0.38854647,-0.21763955
mlp_0_0_outputs,14,0.5980902,0.51128405,0.40292892,0.48159853,-0.3158049,-0.4153303,-0.79661095
mlp_0_0_outputs,15,-0.124696665,0.49985683,0.09599331,0.1381799,-1.3378451,-0.16412608,-0.85722286
mlp_0_0_outputs,16,0.94792134,0.5382217,0.32087505,-0.10836241,-1.1748825,-0.73051137,-0.50905025
mlp_0_0_outputs,17,2.3990037,3.5848422,0.98088396,-4.098905,-12.706377,-18.04844,-19.18993
mlp_0_0_outputs,18,0.98538315,0.99716383,0.8425137,0.2747264,0.38436145,0.11867442,0.0019842216
mlp_0_0_outputs,19,0.30100027,1.9912453e-05,0.4080916,-0.21629943,-1.0282875,-1.3550982,-0.46829027
mlp_0_0_outputs,2,0.42611095,0.5679765,0.30328476,0.4967483,-0.6374002,-0.36823583,-0.76699567
mlp_0_0_outputs,3,1.2268014,0.4921899,0.6110642,-0.21236417,0.19989468,-0.2519002,-0.23971763
mlp_0_0_outputs,4,0.5972305,0.7758804,0.23213159,0.7648923,-0.10352672,0.16553052,-0.4591388
mlp_0_0_outputs,5,0.19405478,0.5340265,0.21091323,0.95901114,-0.12981862,-0.37126064,-0.6870238
mlp_0_0_outputs,6,0.5072315,0.0423852,1.0598705,0.15257972,-0.5118742,-0.16614427,-0.74989736
mlp_0_0_outputs,7,0.6176787,0.46433517,0.11820535,0.18569446,-0.73567003,-0.7279257,-0.447978
mlp_0_0_outputs,8,0.35951743,0.3367076,0.117864445,-0.11183538,-0.05880764,-0.6448752,-0.6066972
mlp_0_0_outputs,9,0.43435764,-0.02246595,0.75051194,0.13662404,-0.75220674,-0.6104371,-0.5228466
mlp_0_1_outputs,0,0.45939088,0.6916668,0.7392266,0.23463391,-0.39457843,0.027129928,-0.39915258
mlp_0_1_outputs,1,0.6257996,0.5673664,-0.072429106,0.18938297,-0.48022848,-0.7271579,-0.6765367
mlp_0_1_outputs,10,1.9432756,0.49588203,0.35025388,-1.1161474,-0.108294666,-0.20691355,-0.26270366
mlp_0_1_outputs,11,0.79102606,0.7602756,-0.21272333,-0.31994015,0.11092025,-0.4835412,0.35752767
mlp_0_1_outputs,12,0.23718262,0.4704516,0.2379879,0.31731823,-0.35373193,-0.46076012,0.0066085304
mlp_0_1_outputs,13,0.60769844,0.53585625,0.7347145,0.4211325,0.058542557,-0.25003472,-0.62582755
mlp_0_1_outputs,14,0.29970196,-0.17679876,0.30714545,0.7767519,-0.5733649,-0.10602357,-0.6655061
mlp_0_1_outputs,15,2.3555818,3.7506115,0.98921573,-4.033784,-14.138503,-19.738228,-18.69947
mlp_0_1_outputs,16,0.8222756,0.067057356,0.07343621,0.22581282,-0.69494545,-0.15047085,-0.12979212
mlp_0_1_outputs,17,0.31693268,-0.09258852,0.018356046,0.1861688,0.02321624,-0.016020644,-0.9271173
mlp_0_1_outputs,18,0.38177305,0.6041449,-0.165634,0.18230617,-0.59562284,-0.9911565,-0.5759309
mlp_0_1_outputs,19,0.3530449,0.3652604,-0.029487258,0.43144736,-0.5853489,0.016418578,0.2730973
mlp_0_1_outputs,2,0.6671974,0.11790289,0.2508851,0.17195535,-0.2153868,-0.027394257,-0.66280687
mlp_0_1_outputs,3,0.29316494,0.40090272,-0.11352615,0.027291158,-0.7117346,-0.57413423,-0.67168975
mlp_0_1_outputs,4,0.45630112,0.18881635,-0.049882755,0.11372295,-0.294377,-0.14968103,-0.6466917
mlp_0_1_outputs,5,-0.14641547,0.13205157,0.9193632,-0.09021859,-0.42594373,-0.2970939,-1.2065259
mlp_0_1_outputs,6,0.48607004,0.5569972,-0.024374487,0.39966512,0.23921499,0.13760385,-0.90479547
mlp_0_1_outputs,7,0.7083759,0.30776903,0.36001492,0.10832175,-0.5175255,-0.33319196,-0.0012167286
mlp_0_1_outputs,8,0.82997656,0.13716969,1.3178085,-0.9806033,0.28769177,-0.41441995,-0.32146487
mlp_0_1_outputs,9,0.38811797,0.5429742,0.51446635,0.06958796,-0.457231,-0.80980796,-0.16592543
num_attn_0_0_outputs,_,-0.2068044,0.4921689,0.4433363,0.42692977,0.45252287,0.47654077,0.71017516
num_attn_0_1_outputs,_,-0.6520991,-1.6649233,0.5691771,1.9861212,2.9910836,4.077574,4.010947
num_attn_0_2_outputs,_,-3.888449,-7.9932904,-0.1677081,6.6656446,11.746841,14.32469,12.97703
num_attn_0_3_outputs,_,-3.8264747,-7.039369,-0.4081549,5.046675,9.630476,13.403513,13.404996
num_mlp_0_0_outputs,0,2.899131,-0.9391824,-1.5701203,-1.8976166,-0.48298585,-0.34526253,-0.44374934
num_mlp_0_0_outputs,1,2.3929143,-1.6830214,-0.46701723,-0.6679261,-0.57024556,-0.73867655,-0.76658165
num_mlp_0_0_outputs,10,2.0502446,-0.30722898,-0.31247902,-1.2810048,-0.80544066,-0.5036151,-0.08449492
num_mlp_0_0_outputs,11,3.207503,-1.7921323,-0.037720602,-1.2372292,-0.41796184,-0.70753527,-0.4696084
num_mlp_0_0_outputs,12,1.6267245,-0.95508283,-0.30077496,-0.43747503,-0.29295546,-0.5617296,-0.8993759
num_mlp_0_0_outputs,13,3.4192326,-1.344939,-1.2031981,-1.1243174,-0.4327694,-0.90329844,-0.42514113
num_mlp_0_0_outputs,14,-0.29277417,4.6508245,2.8176577,-2.4081676,-12.583612,-18.255857,-19.436571
num_mlp_0_0_outputs,15,2.0582125,-1.0120082,0.17474273,0.094576545,-0.572015,0.2752345,-1.3926035
num_mlp_0_0_outputs,16,2.3690875,-0.46492374,-1.5219142,-2.3755286,-0.39244974,-0.91045314,-0.49106845
num_mlp_0_0_outputs,17,3.4813514,-1.6298184,-1.8949628,-2.7450292,-0.88707817,0.23883598,-0.8265051
num_mlp_0_0_outputs,18,2.656092,-0.6628989,-1.8675425,-2.1158652,-0.60860324,-0.14144574,-0.8044823
num_mlp_0_0_outputs,19,2.2689834,-1.328644,0.018025398,-0.97729975,-0.2055854,-0.50781703,-0.3530795
num_mlp_0_0_outputs,2,2.7791195,-0.82668835,-1.8140069,-2.0822246,0.43396,-0.52898747,-0.32574815
num_mlp_0_0_outputs,3,3.0867956,-1.116229,-0.843954,-0.81183743,-0.5170362,-0.7115239,-0.6141563
num_mlp_0_0_outputs,4,2.2577577,0.44030958,-1.928916,-2.237579,-0.31068522,-0.017324073,-0.58531195
num_mlp_0_0_outputs,5,1.0267421,-0.45535275,-0.26397455,-0.12663558,-0.45682397,-0.7899054,-0.9542407
num_mlp_0_0_outputs,6,4.556966,-3.610984,-1.1981156,-1.0296998,-0.4367118,-0.41869617,-0.44429013
num_mlp_0_0_outputs,7,3.06445,-2.5524654,-0.8182507,-0.3662532,-0.08616312,-0.5540185,-0.56481427
num_mlp_0_0_outputs,8,2.9684238,-1.4070958,-1.040456,-1.1397759,-0.5164823,-0.005961353,-0.0045202873
num_mlp_0_0_outputs,9,2.8392768,-0.7701375,-0.8731278,-1.5154455,0.2008719,0.011705966,-0.7198463
num_mlp_0_1_outputs,0,0.6493953,6.1041813,-1.6403594,-15.679892,-8.92546,-6.795567,-6.674204
num_mlp_0_1_outputs,1,0.8331148,2.4441116,-2.6205316,-3.0381043,-0.6596546,-0.41219348,-0.98703235
num_mlp_0_1_outputs,10,1.1698004,10.278301,-9.736569,-6.787587,-2.1207852,-2.1153047,-1.2525824
num_mlp_0_1_outputs,11,-2.858796,10.108344,-8.157321,-6.3372626,-6.567242,-9.977103,-10.665953
num_mlp_0_1_outputs,12,-1.7213024,-0.3087925,7.0853724,0.431576,-4.155156,-8.6685505,-8.312569
num_mlp_0_1_outputs,13,2.9916437,-1.3892467,-2.076803,-1.3948653,-0.66603464,-0.9463702,-0.3567059
num_mlp_0_1_outputs,14,0.6851307,7.426102,-5.5082974,-7.7637725,-2.137307,-1.8063672,-1.1139241
num_mlp_0_1_outputs,15,3.0581763,-0.22226603,-3.9668918,-2.9373188,-0.30341172,-0.62548363,-0.3096177
num_mlp_0_1_outputs,16,3.3082685,-2.3795056,-0.90193415,-1.02703,-0.048376948,-0.27313206,-0.5159338
num_mlp_0_1_outputs,17,3.8382432,-1.9337388,-2.8621817,-1.1160005,0.5174706,-0.60018235,-0.7606603
num_mlp_0_1_outputs,18,3.4291112,-2.0285213,-2.8177273,-2.224922,-0.73744637,-0.19451636,-0.015386688
num_mlp_0_1_outputs,19,1.6749423,-0.32376188,-1.3372356,-1.3433126,-0.56915736,-1.2967298,-0.85501355
num_mlp_0_1_outputs,2,1.9548903,0.559223,-1.646409,-1.1540102,0.24020098,-0.85101336,-1.0502636
num_mlp_0_1_outputs,3,1.029998,0.8494145,-1.3945771,-0.44759703,-0.6631228,-0.008392272,-0.3513206
num_mlp_0_1_outputs,4,2.3537853,0.7365862,-2.9268792,-1.6232177,-0.5756479,-1.3194667,-0.4276995
num_mlp_0_1_outputs,5,2.331405,0.21953437,-1.9840529,-1.4618181,-0.5354154,0.13233282,-0.7985193
num_mlp_0_1_outputs,6,5.233191,3.1964328,-8.236542,-6.910734,-0.9742553,-0.70828754,-1.0114264
num_mlp_0_1_outputs,7,1.9952942,-0.8201402,-0.6869198,-0.6355899,-0.6251992,-0.5169022,-0.7350331
num_mlp_0_1_outputs,8,12.11957,-8.9147005,-11.984539,-1.5695827,-0.8909372,-0.40286493,-0.12902616
num_mlp_0_1_outputs,9,3.2125597,-0.7993806,-2.110047,-1.7094134,-0.22643846,0.39005053,-0.17637742
ones,_,1.7721753,3.882254,1.1091301,-4.500842,-6.739452,-11.371033,-10.338103
positions,0,0.87194234,-0.16308916,0.18958682,0.34223115,0.62622714,-0.16677961,-0.44953868
positions,1,1.8890913,3.4502127,0.89946526,-3.659107,-6.972012,-10.616352,-9.8606415
positions,10,-0.47750542,-0.10572265,-0.4159305,-0.5456711,-0.0709749,0.25925097,0.24561706
positions,11,0.098703906,0.09830577,-0.37705946,-0.22120981,-0.026984433,-0.5000597,0.057816427
positions,12,-0.4999078,0.24265742,0.23452196,0.031968325,0.13332126,-0.23810485,-0.0852755
positions,13,-0.122090675,-0.24847437,-0.21423268,-0.32493308,0.16201791,0.32028064,-0.030152189
positions,14,-0.24762145,-0.06452901,0.8770694,-0.45318383,0.3898691,-0.2961173,0.17106873
positions,15,-0.22556601,0.07120946,-0.39641392,0.20356901,0.13076027,0.27254617,-0.378617
positions,16,0.15816936,-0.48808357,0.058915306,-0.14726523,-0.13434863,-0.07637021,0.7912765
positions,17,0.10881014,0.30911064,-0.024374755,0.02964833,0.11699107,0.3508938,0.2132933
positions,18,0.74215406,-0.62185633,0.3197023,-0.03676568,-0.63738686,-0.29304922,0.2988382
positions,19,-0.21051909,-0.7726021,0.51385,-0.5324164,-0.39343637,0.31250066,0.1430811
positions,2,1.8314675,3.2539537,0.7336073,-3.8218293,-7.189641,-11.026665,-10.002022
positions,3,1.7387059,3.4307592,0.9064539,-3.6510692,-7.015102,-10.571204,-9.722342
positions,4,1.9364538,3.60287,1.073368,-3.4968991,-6.789766,-10.433334,-9.660834
positions,5,1.5086311,3.2915983,0.70565253,-3.774564,-7.087805,-10.874897,-10.160099
positions,6,1.8586959,3.5844977,1.1790433,-3.329347,-6.6303587,-10.276109,-10.274126
positions,7,1.8149544,3.6582367,1.2681761,-3.1734822,-6.398605,-10.023352,-9.956996
positions,8,2.1707747,4.1414638,1.7885066,-2.591279,-5.8080597,-9.354211,-8.496731
positions,9,2.2266722,4.2527566,1.904014,-2.458045,-5.6280866,-9.179079,-7.6184583
tokens,0,1.7664926,3.42303,0.55494404,-3.1849651,-5.7257156,-5.318235,-15.609236
tokens,1,1.9108016,4.063556,0.71710646,-4.227075,-8.450783,-8.899099,-12.47184
tokens,2,1.160069,3.1308284,0.33777234,-3.335209,-5.9110894,-5.772349,-13.888857
tokens,3,2.3966527,3.87703,0.48019013,-3.904802,-6.552074,-12.544565,-6.7929916
tokens,4,0.7661382,-0.6058237,1.4711163,1.2389303,1.3166238,-1.3102401,2.755837
tokens,5,2.4205272,3.800241,1.0748599,-2.6114717,-5.280645,-8.259648,-5.514063
tokens,<pad>,1.1685406,-0.31204033,0.9460595,-0.41769698,-0.017067762,-1.1378073,-0.6629084
tokens,<s>,1.0468706,-0.08103227,0.5946708,-0.42842102,-1.2339693,-0.3250567,-0.36934358
tokens,_,0.80845433,0.51593286,-0.2018372,0.29526696,-0.6014352,-0.635269,-0.68312305
tokens,_,0.85286695,0.87721425,-0.118287615,-0.8332494,-0.73304105,-0.98041767,-0.7639105
tokens,_,0.62744105,0.6025807,-0.5023056,-0.35331902,-1.0568461,-1.1071017,0.5441072
tokens,_,0.5039943,0.48529097,0.48426777,-0.36038616,-0.8987453,-0.88368875,-0.41739562
tokens,_,0.38293362,-0.05580168,1.2117176,-0.67860276,-0.3479481,-0.5158169,0.065373935
tokens,_,1.083298,0.38249576,0.027930252,-0.86976665,-1.0307525,-0.6082733,-0.15374331
tokens,_,0.76845694,-0.554215,1.0430399,-0.078483686,-0.5522109,-0.29841283,-0.30911732
tokens,_,0.6796873,0.57535356,0.42812288,-0.2658266,-0.22024252,-0.54301345,-0.08337161
tokens,_,0.81661606,0.0077971322,0.6891016,-0.68623143,-0.81957495,-0.22104111,-0.646199
tokens,_,1.2368729,-0.7969513,0.48845854,-0.8773041,-0.80167454,-0.9156334,0.058350038
tokens,_,0.62852806,0.96229833,0.07997597,-0.83521295,-0.78621614,-1.2547897,-0.7888215
tokens,_,0.5614622,0.46577007,-0.051003806,-0.6115506,0.11652731,-0.35993683,-0.2734481
