feature,value,1,2,3,4,5,6,7
num_mlp_0_0_outputs,13,0.24193272,-1.6634861,0.38320327,3.9844968,2.2937977,0.09821056,1.779594
num_mlp_0_0_outputs,14,1.2233374,3.3080342,-3.7563672,-3.5582738,-1.0494059,-0.6657357,0.31531662
num_mlp_0_0_outputs,15,3.407142,5.677267,-6.270513,-7.0548906,-1.7418966,-1.2045914,-0.16625462
num_mlp_0_0_outputs,16,3.4144518,-4.4839473,13.498118,-11.177074,-15.26427,-15.958462,-16.847618
num_mlp_0_0_outputs,17,1.0406978,2.4665873,-1.94008,-4.2627234,-0.9280315,-1.6272503,-0.47131586
num_mlp_0_0_outputs,18,0.8331755,3.3255115,-1.9404498,-5.0049763,-1.3351861,-0.2508599,-0.9576541
num_mlp_0_0_outputs,19,1.4406599,2.1086278,-0.31250438,-3.0815396,-2.1413157,-1.3350967,-0.061931394
num_mlp_0_0_outputs,2,1.9075499,3.6109202,-4.4010534,-4.362136,-1.0840658,-0.91652405,-0.8770413
num_mlp_0_0_outputs,3,4.149749,5.9246097,-10.559463,-12.967337,-3.4722664,-0.90398127,-1.1538321
num_mlp_0_0_outputs,4,0.5296049,1.857723,0.3946981,-2.4386318,-1.7455456,-0.5343056,-0.72196525
num_mlp_0_0_outputs,5,1.4070039,1.9311076,-1.9041904,-5.6354647,-2.721009,-1.5643618,-0.73765767
num_mlp_0_0_outputs,6,0.8923935,1.4926696,-0.198645,-3.1858308,-1.6789613,-0.78682053,0.06065875
num_mlp_0_0_outputs,7,1.4115777,1.2066166,-1.8907572,-1.1045569,-0.9451523,-0.8940586,-0.8117349
num_mlp_0_0_outputs,8,0.46118173,0.92794156,-0.23083253,-0.84263664,-0.6736998,-0.69641036,-0.43835297
num_mlp_0_0_outputs,9,-0.081751816,-2.729736,6.4157395,2.0438087,-8.978272,-12.556794,-10.978569
num_mlp_0_1_outputs,0,1.2519764,-0.95983136,-0.08477471,-0.14640732,-0.33973998,-0.19587399,-0.64130926
num_mlp_0_1_outputs,1,0.9046915,-0.21452849,-0.82534844,-1.2960843,-0.41714668,-0.41953585,-0.3614455
num_mlp_0_1_outputs,10,1.7652332,-0.34049013,-0.6134892,-0.5634999,-0.12052295,-0.5931484,-0.99281746
num_mlp_0_1_outputs,11,4.957773,-4.477071,-2.3086884,-1.9502168,-1.1666008,-0.50192183,-0.11801011
num_mlp_0_1_outputs,12,3.9288604,-2.5052679,-1.1325033,-0.39987257,-0.47215927,-1.0405384,-0.12970014
num_mlp_0_1_outputs,13,0.018997358,-0.33120102,0.19965741,-0.12517437,-1.3295741,0.4456714,0.53455406
num_mlp_0_1_outputs,14,2.257443,-0.94652855,0.028554877,-0.02742851,-0.32213226,0.08241258,-0.6360752
num_mlp_0_1_outputs,15,1.8284464,-0.31751874,-1.2151651,-0.60606885,-0.412641,-0.37918174,-0.24741167
num_mlp_0_1_outputs,16,0.2022629,-0.227676,-0.7489203,-0.7354014,-0.4735266,-0.03369593,-0.8030027
num_mlp_0_1_outputs,17,3.9012837,-2.2620552,-2.4772615,-2.3290222,-1.0540792,-0.13364452,-0.6420927
num_mlp_0_1_outputs,18,1.53426,0.29298314,-0.6349871,-0.5060152,-0.52186143,-0.7003871,-0.50061774
num_mlp_0_1_outputs,19,2.831802,-0.8831928,-3.5668752,-2.860986,-1.0034258,-0.20793805,-0.7794994
num_mlp_0_1_outputs,2,5.442381,-3.412844,-3.7938163,-4.5798683,-0.93911165,-0.3899192,-0.2726268
num_mlp_0_1_outputs,3,1.7228577,-0.7754956,-0.7955595,-1.0464197,-0.47245336,-0.40609083,-0.3938155
num_mlp_0_1_outputs,4,0.30244532,0.2489684,-0.07309355,-0.20198035,-0.39161518,-0.37183473,-0.7396505
num_mlp_0_1_outputs,5,0.82299364,0.4506229,-0.64089936,-0.16794237,-0.7660359,-0.78357404,-0.26830152
num_mlp_0_1_outputs,6,-2.169687,1.4979156,1.8639809,0.33158568,-1.2246712,-3.0066364,-2.162349
num_mlp_0_1_outputs,7,0.81914663,0.47607154,0.16331796,0.27513114,-0.3243642,-0.7564809,0.018107934
num_mlp_0_1_outputs,8,-1.5028428,4.7954445,0.5351278,-7.4294963,-6.0022583,-11.830843,-13.775479
num_mlp_0_1_outputs,9,1.5150224,0.58834916,-0.9991065,-0.64825016,-0.35772127,-0.68885064,-0.17085439
ones,_,3.1627333,-0.50593233,3.4001,0.14629298,-4.8479896,-8.907186,-7.5046806
positions,0,0.0028216278,0.12121349,0.1636654,0.09050668,0.18667206,0.3748377,-0.43375155
positions,1,3.0818474,-0.8281204,3.0186448,0.08289192,-4.63013,-8.6860075,-7.3464403
positions,10,-0.23156768,0.19940643,-0.13112329,-0.41060656,0.25597355,0.12717576,0.5082824
positions,11,0.5319993,-0.5294215,-0.14355381,0.5937094,-0.07727984,-0.22832504,0.44273913
positions,12,0.29742098,-0.17932683,-0.20521371,-0.4404301,0.15110688,0.0044965823,0.44842952
positions,13,-0.2645632,-0.14509967,0.111213535,-0.24670321,0.80172515,0.04563288,0.13095006
positions,14,0.0742162,0.20852977,0.52954704,-0.042249314,-0.17756373,-0.23047923,0.35630032
positions,15,-0.3736695,0.3796535,0.40832895,-0.23400411,0.6856619,-0.15109964,-0.41940302
positions,16,0.34264025,0.24594006,-0.0034911397,0.32606405,0.9238635,-0.071453705,-0.69073707
positions,17,0.27210635,0.42517328,-0.08796475,0.24259378,-0.69775844,-0.010253882,0.21337835
positions,18,-0.29157135,-0.28711617,-0.6143501,-0.31733727,-0.24706583,0.42224988,-0.029523259
positions,19,-0.22238949,-0.55679536,-0.011060359,0.63633585,0.34334937,0.10156615,0.5683177
positions,2,3.2201371,-0.6471158,3.146993,0.2362408,-4.4511523,-8.365437,-8.063314
positions,3,2.7975466,-1.1053917,2.8749616,-0.05242162,-4.694788,-8.650467,-7.6445518
positions,4,2.9494047,-0.8798127,3.0919378,0.18704829,-4.4116507,-8.528158,-7.4232545
positions,5,2.9478052,-0.85448635,3.1908786,0.26376417,-4.3342295,-8.394267,-6.77903
positions,6,2.6287556,-1.0555174,3.226615,0.36840168,-4.1429343,-8.387162,-7.0997577
positions,7,2.6919491,-0.91945183,3.6044154,0.8298457,-3.7536025,-7.6393256,-6.313078
positions,8,2.4405184,-1.098461,3.643527,0.9268825,-3.4872766,-7.1386,-6.4564466
positions,9,2.6377094,-0.8519168,3.9590416,1.4191991,-2.763136,-6.653776,-3.488219
tokens,0,2.9845948,-1.0634705,3.1861496,0.9167483,-2.5813506,-4.399708,-11.373263
tokens,1,3.0833836,-1.671337,2.7058697,0.19588366,-3.358359,-7.3283925,-0.7926852
tokens,2,2.3207471,-1.593866,2.642216,0.40212148,-3.0897768,-5.1834745,-2.2625985
tokens,3,2.6637998,-1.4063034,2.8342967,0.43738452,-3.1221366,-4.974619,-4.8586206
tokens,4,2.6961396,-1.4724482,2.3769777,0.04135795,-3.619333,-6.302618,-10.260087
tokens,5,2.9811563,-1.6499196,2.9232197,0.36704713,-3.3899567,-5.2431264,-8.193851
tokens,<pad>,1.545562,-0.03388833,-0.13893516,-0.2651194,-1.078785,-0.15134521,-1.0051447
tokens,<s>,0.6127736,0.4967699,-0.27545565,0.51532006,-0.8936538,-0.8475082,0.1434083
tokens,_,1.1487002,0.5354912,0.4929467,0.2948084,-0.93559486,-0.8192486,-0.27549347
tokens,_,0.5648266,-0.020443166,-0.302761,-0.7313101,-0.60015225,-0.47579148,-0.60446334
tokens,_,-0.44678926,-0.092525415,0.3686595,-0.5379628,-0.70364636,-0.7736948,-0.80813676
tokens,_,0.68964285,-0.42036524,0.9291627,-0.31488314,-0.56507343,-1.1236414,-0.3850001
tokens,_,1.2065567,0.7206922,0.1472544,0.34339428,-0.5544426,-0.8311242,-0.304223
tokens,_,0.7096796,-0.2541397,0.21698713,0.18423145,-0.06343738,-0.03660996,-0.3284734
tokens,_,1.4059678,0.56080633,-0.5680193,0.31137082,-0.68552667,-0.45387757,-0.60850984
tokens,_,0.6015069,-0.07417827,-0.15051644,-0.22972141,-1.289664,-0.09098184,-0.4358586
tokens,_,0.7115293,1.1557957,0.33131772,-0.18637161,-0.28178915,-0.74161994,-0.36764503
tokens,_,1.0919001,-0.6497429,-0.19819063,0.046580013,-0.6582393,-0.25276408,-0.7078022
tokens,_,0.5191436,-0.20643121,0.9462321,-0.21410744,-0.8255767,-0.51863605,-0.48469993
tokens,_,-0.2358845,-0.09591682,0.13132302,0.65882456,-1.4005208,-0.862966,-0.7596645
